
> web@0.1.0 dev
> next dev

▲ Next.js 16.2.2 (Turbopack)
- Local:         http://localhost:3001
- Network:       http://192.168.18.9:3001
- Environments: .env.local
✓ Ready in 678ms
Creating turbopack project {
  dir: 'D:\\My Work\\hrm-dijipeople\\DijiPeople\\dijipeople\\apps\\web',
  testMode: true
}

 GET /login?next=%2Fdashboard 200 in 350ms (next.js: 10ms, proxy.ts: 14ms, application-code: 326ms)
 GET /login?next=%2Fdashboard 200 in 487ms (next.js: 16ms, proxy.ts: 58ms, application-code: 413ms)
 GET /login?next=%2Fdashboard 200 in 536ms (next.js: 62ms, proxy.ts: 11ms, application-code: 463ms)
 GET /login?next=%2Fdashboard 200 in 573ms (next.js: 24ms, proxy.ts: 81ms, application-code: 468ms)
 GET /login?next=%2Fdashboard 200 in 670ms (next.js: 70ms, proxy.ts: 83ms, application-code: 518ms)
 GET /login?next=%2Fdashboard 200 in 666ms (next.js: 67ms, proxy.ts: 73ms, application-code: 525ms)
 GET /login?next=%2Fdashboard 200 in 621ms (next.js: 51ms, proxy.ts: 65ms, application-code: 505ms)
 GET /login?next=%2Fdashboard 200 in 1025ms (next.js: 44ms, proxy.ts: 278ms, application-code: 703ms)
 GET /login?next=%2Fdashboard 200 in 761ms (next.js: 110ms, proxy.ts: 36ms, application-code: 615ms)
 GET /login?next=%2Fdashboard 200 in 756ms (next.js: 255ms, proxy.ts: 35ms, application-code: 466ms)
 GET /login?next=%2Fdashboard 200 in 763ms (next.js: 183ms, proxy.ts: 36ms, application-code: 545ms)
 GET /login?next=%2Fdashboard 200 in 756ms (next.js: 285ms, proxy.ts: 113ms, application-code: 358ms)
 GET /login?next=%2Fdashboard 200 in 343ms (next.js: 12ms, proxy.ts: 53ms, application-code: 279ms)
 GET /login?next=%2Fdashboard 200 in 1944ms (next.js: 46ms, proxy.ts: 29ms, application-code: 1869ms)
 GET /login?next=%2Fdashboard 200 in 1940ms (next.js: 122ms, proxy.ts: 41ms, application-code: 1778ms)
 GET /login?next=%2Fdashboard 200 in 1939ms (next.js: 203ms, proxy.ts: 40ms, application-code: 1696ms)
 GET /login?next=%2Fdashboard 200 in 1946ms (next.js: 208ms, proxy.ts: 121ms, application-code: 1617ms)
 GET /login?next=%2Fdashboard 200 in 1966ms (next.js: 330ms, proxy.ts: 127ms, application-code: 1509ms)
 GET /login?next=%2Fdashboard 200 in 1967ms (next.js: 433ms, proxy.ts: 162ms, application-code: 1372ms)
